61650;Deixar de dar preferência a pedestre/veic não mot atravessando a via transversal;Lei Nº 9.503/97;;;5; ;C;<null>;214 V
61731;Deixar de dar preferência em interseção ñ sinaliz, a veíc circulando por rodovia;Lei Nº 9.503/97;;;5; ;C;<null>;215 I a
61733;Deixar de dar prefer em interseção não sinalizada, a veículo que vier da direita;Lei Nº 9.503/97;;;5; ;C;<null>;215 I b
61900;Entrar/sair área lindeira sem precaução com a segurança de pedestres e veículos;Lei Nº 9.503/97;;;4; ;C;Veículo saiu de um posto de combustível e ingressou na via sem as precauções com a segurança dos outros veículos, que foram obrigados a frear bruscamente para evitar uma colisão. Local da infração: Km 52 + 300m.;216
62540;Transitar em velocidade inferior à metade da máxima da via, salvo faixa direita;Lei Nº 9.503/97;;;4;V;C;<null>;219
62892;Deixar de reduzir a velocidade do veículo ao aproximar-se do acostamento;Lei Nº 9.503/97;;;5; ;C;<null>;220 III
63000;Deixar reduzir velocidade nas vias rurais cuja faixa domínio não esteja cercada;Lei Nº 9.503/97;;;5; ;C;<null>;220 V
63270;Deixar de reduzir veloc ao aproximar local sinaliz advert de obras/trabalhadores;Lei Nº 9.503/97;;;5; ;C;<null>;220 VII
63430;Deixar de reduzir a velocidade quando houver má visibilidade;Lei Nº 9.503/97;;;5; ;C;<null>;220 IX
63600;Deixar de reduzir a velocidade à aproximação de animais na pista;Lei Nº 9.503/97;;;5; ;C;<null>;220 XI
63860;Deixar de reduzir veloc de forma compatível c/ segurança ao ultrapassar ciclista;Lei Nº 9.503/97;;;5; ;C;<null>;220 XIII
63941;Deixar de reduzir a velocidade nas proximidades de escolas;Lei Nº 9.503/97;;;7; ;C;<null>;220 XIV
63943;Deixar de reduzir veloc na proxim estação embarque/desembarque passageiros;Lei Nº 9.503/97;;;7; ;C;<null>;220 XIV
64080;Portar no veículo placas de identificação em desacordo c/ especif/modelo Contran;Lei Nº 9.503/97;;;4; ;P;-Veículo com a placa traseira sem estar devidamente lacrada ao veículo, em desacordo com o art. 115 do CTB ou Placa traseira com a pintura dos caracteres desbotada. CRLV no x, retido conforme RRD no x.;221
64240;Deixar de manter ligado em emerg sist ilum vermelha intermitente ainda q parado;Lei Nº 9.503/97;;;4; ;C;<null>;222
64321;Transitar com farol desregulado perturbando visão outro condutor;Lei Nº 9.503/97;;;5; ;C;<null>;223
64400;Fazer uso do facho de luz alta dos faróis em vias providas de iluminação pública;Lei Nº 9.503/97;;;3; ;C;<null>;224
64591;Deixar de sinalizar via p/ tornar visível local qdo tiver remover veíc da pista;Lei Nº 9.503/97;;;5; ;C;<null>;225 I
64670;Deixar de sinalizar a via p/ tornar visível o local qdo a carga for derramada;Lei Nº 9.503/97;;;5; ;C;<null>;225 II
64830;Usar buzina que não a de toque breve como advertência a pedestre ou condutores;Lei Nº 9.503/97;;;3; ;C;<null>;227 I
65050;Usar buzina entre as vinte e duas e as seis horas;Lei Nº 9.503/97;;;3; ;C;<null>;227 III
65210;Usar buzina em desacordo c/ os padrões e frequências estabelecidas pelo Contran;Lei Nº 9.503/97;;;3; ;P;<null>;227 V
65561;Conduzir o veículo com o lacre de identificação violado/falsificado;Lei Nº 9.503/97;;;7; ;P;<null>;230 I
